사용자 ID,가입 날짜,유입 경로,방문 날짜,페이지 방문 순서,장바구니 담기,결제 완료,결제 방식,디바이스 정보,마지막 방문 날짜
1165,2024-01-13,Facebook Ads,2024-04-21,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,토스,Mobile,2024-07-29
1165,2024-01-13,Facebook Ads,2024-04-30,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-29
1165,2024-01-13,Naver Search,2024-05-25,홈 > 카테고리,Yes,No,-,Mobile,2024-07-29
1165,2024-01-13,Instagram Ads,2024-07-05,홈 > 검색 > 제품 상세,No,No,-,Mobile,2024-07-29
1165,2024-01-13,YouTube Ads,2024-07-29,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-29
1166,2024-03-09,Coupang Ads,2024-03-16,홈 > 카테고리 > 제품 목록,Yes,No,-,Mobile,2024-07-14
1166,2024-03-09,Naver Search,2024-03-18,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 상품 상세 > 결제 > 주문 확인,No,Yes,네이버페이,Mobile,2024-07-14
1166,2024-03-09,Naver Search,2024-04-08,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-14
1166,2024-03-09,Facebook Ads,2024-05-08,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-14
1166,2024-03-09,Instagram Ads,2024-06-06,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Desktop,2024-07-14
1166,2024-03-09,Naver Shopping,2024-06-13,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-14
1166,2024-03-09,Naver Shopping,2024-07-14,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-14
1167,2024-02-23,Coupang Ads,2024-03-19,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Mobile,2024-07-05
1167,2024-02-23,YouTube Ads,2024-03-25,홈 > 카테고리 > 제품 목록 > 제품 상세,Yes,No,-,Mobile,2024-07-05
1167,2024-02-23,Google Search,2024-07-05,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,네이버페이,Mobile,2024-07-05
1168,2024-02-11,Tistory Blog,2024-02-19,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-15
1168,2024-02-11,Naver Shopping,2024-07-15,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-15
1169,2024-01-01,Facebook Ads,2024-01-11,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-21
1169,2024-01-01,Facebook Ads,2024-07-21,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Desktop,2024-07-21
1170,2024-03-29,Google Search,2024-04-28,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-20
1170,2024-03-29,Tistory Blog,2024-05-24,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-20
1170,2024-03-29,KakaoTalk Ads,2024-06-20,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-20
1170,2024-03-29,YouTube Ads,2024-07-20,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-20
1171,2024-02-12,KakaoTalk Ads,2024-03-12,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Desktop,2024-07-30
1171,2024-02-12,Google Search,2024-04-02,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-30
1171,2024-02-12,YouTube Ads,2024-04-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰,No,No,-,Mobile,2024-07-30
1171,2024-02-12,Coupang Ads,2024-05-05,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Mobile,2024-07-30
1171,2024-02-12,Coupang Ads,2024-05-28,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰,Yes,No,-,Mobile,2024-07-30
1171,2024-02-12,YouTube Ads,2024-05-31,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,네이버페이,Mobile,2024-07-30
1171,2024-02-12,Google Search,2024-07-30,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-30
1172,2024-01-25,Naver Shopping,2024-02-06,홈 > 카테고리 > 제품 목록,Yes,No,-,Mobile,2024-07-25
1172,2024-01-25,KakaoTalk Ads,2024-03-07,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1172,2024-01-25,Instagram Ads,2024-03-27,홈 > 검색 > 제품 목록 > 제품 상세 > 상품 상세 > 주문 확인 > 결제,No,Yes,네이버페이,Desktop,2024-07-25
1172,2024-01-25,Instagram Ads,2024-03-28,홈 > 검색 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-25
1172,2024-01-25,Instagram Ads,2024-04-17,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1172,2024-01-25,Instagram Ads,2024-04-27,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-25
1172,2024-01-25,Coupang Ads,2024-07-08,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-25
1172,2024-01-25,Naver Shopping,2024-07-25,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,신용카드,Tablet,2024-07-25
1173,2024-03-25,Coupang Ads,2024-04-22,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-25
1173,2024-03-25,KakaoTalk Ads,2024-07-25,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-25
1174,2024-01-13,Google Search,2024-01-29,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-27
1174,2024-01-13,YouTube Ads,2024-07-27,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-27
1175,2024-02-09,Coupang Ads,2024-02-25,홈 > 카테고리,Yes,No,-,Mobile,2024-07-31
1175,2024-02-09,Naver Shopping,2024-02-27,홈 > 검색 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,신용카드,Desktop,2024-07-31
1175,2024-02-09,Coupang Ads,2024-03-11,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Mobile,2024-07-31
1175,2024-02-09,Coupang Ads,2024-04-01,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-31
1175,2024-02-09,Naver Search,2024-07-31,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-31
1176,2024-02-25,Naver Shopping,2024-03-17,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Desktop,2024-07-26
1176,2024-02-25,Instagram Ads,2024-04-11,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Desktop,2024-07-26
1176,2024-02-25,Google Search,2024-04-18,홈 > 카테고리 > 제품 목록 > 제품 상세 > 상품 상세 > 결제 > 주문 확인,No,Yes,삼성페이,Mobile,2024-07-26
1176,2024-02-25,YouTube Ads,2024-07-26,홈 > 검색 > 제품 목록,No,No,-,Mobile,2024-07-26
1177,2024-01-30,Facebook Ads,2024-02-11,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-24
1177,2024-01-30,Tistory Blog,2024-07-17,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-24
1177,2024-01-30,Instagram Ads,2024-07-24,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Mobile,2024-07-24
1178,2024-02-19,YouTube Ads,2024-03-06,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-20
1178,2024-02-19,Facebook Ads,2024-03-28,홈 > 검색,Yes,No,-,Mobile,2024-07-20
1178,2024-02-19,Coupang Ads,2024-07-20,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-20
1179,2024-02-01,Coupang Ads,2024-02-14,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-23
1179,2024-02-01,YouTube Ads,2024-03-14,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-23
1179,2024-02-01,KakaoTalk Ads,2024-07-07,홈 > 카테고리 > 제품 목록,No,No,-,Mobile,2024-07-23
1179,2024-02-01,Naver Search,2024-07-23,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-23
1180,2024-01-06,Naver Shopping,2024-01-19,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-21
1180,2024-01-06,Coupang Ads,2024-02-08,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-21
1180,2024-01-06,Google Search,2024-03-04,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-21
1180,2024-01-06,Google Search,2024-07-12,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-21
1180,2024-01-06,KakaoTalk Ads,2024-07-21,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-21
1181,2024-01-12,YouTube Ads,2024-01-23,홈 > 검색,Yes,No,-,Mobile,2024-07-14
1181,2024-01-12,Naver Shopping,2024-02-09,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-14
1181,2024-01-12,Naver Shopping,2024-02-14,홈 > 검색,Yes,No,-,Mobile,2024-07-14
1181,2024-01-12,Tistory Blog,2024-02-19,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-14
1181,2024-01-12,KakaoTalk Ads,2024-02-20,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-14
1181,2024-01-12,Instagram Ads,2024-07-14,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Desktop,2024-07-14
1182,2024-03-11,Instagram Ads,2024-03-31,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-02
1182,2024-03-11,Coupang Ads,2024-04-03,홈 > 카테고리 > 제품 목록 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-02
1182,2024-03-11,YouTube Ads,2024-04-18,홈 > 검색,Yes,No,-,Desktop,2024-07-02
1182,2024-03-11,Google Search,2024-07-02,홈 > 검색,No,No,-,Desktop,2024-07-02
1183,2024-01-09,Google Search,2024-01-25,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-20
1183,2024-01-09,Facebook Ads,2024-01-29,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-20
1183,2024-01-09,Google Search,2024-02-17,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-20
1183,2024-01-09,YouTube Ads,2024-02-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-20
1183,2024-01-09,Instagram Ads,2024-03-06,홈 > 검색 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-20
1183,2024-01-09,Google Search,2024-07-14,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-20
1183,2024-01-09,Google Search,2024-07-20,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Desktop,2024-07-20
1184,2024-01-09,KakaoTalk Ads,2024-01-19,홈 > 검색,Yes,No,-,Mobile,2024-07-09
1184,2024-01-09,Tistory Blog,2024-07-09,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-09
1185,2024-01-25,Tistory Blog,2024-02-21,홈 > 검색 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-31
1185,2024-01-25,Facebook Ads,2024-07-31,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Desktop,2024-07-31
1186,2024-03-09,Facebook Ads,2024-03-24,홈 > 카테고리,No,No,-,Desktop,2024-07-21
1186,2024-03-09,Naver Shopping,2024-03-25,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-21
1186,2024-03-09,Instagram Ads,2024-03-26,홈 > 검색 > 제품 상세,Yes,No,-,Desktop,2024-07-21
1186,2024-03-09,Instagram Ads,2024-04-06,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-21
1186,2024-03-09,Coupang Ads,2024-04-18,홈 > 카테고리,No,No,-,Mobile,2024-07-21
1186,2024-03-09,Coupang Ads,2024-04-29,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-21
1186,2024-03-09,Naver Search,2024-07-21,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-21
1187,2024-01-17,Naver Search,2024-02-10,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-23
1187,2024-01-17,Google Search,2024-03-10,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Mobile,2024-07-23
1187,2024-01-17,Naver Search,2024-03-17,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,무통장 입금,Mobile,2024-07-23
1187,2024-01-17,Google Search,2024-04-06,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Desktop,2024-07-23
1187,2024-01-17,Naver Shopping,2024-07-23,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-23
1188,2024-02-09,KakaoTalk Ads,2024-03-09,홈 > 검색 > 제품 상세 > 주문 확인,No,No,-,Desktop,2024-07-21
1188,2024-02-09,Tistory Blog,2024-03-11,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-21
1188,2024-02-09,Tistory Blog,2024-03-21,홈 > 검색,Yes,No,-,Mobile,2024-07-21
1188,2024-02-09,Instagram Ads,2024-03-31,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Desktop,2024-07-21
1188,2024-02-09,Coupang Ads,2024-07-02,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,토스,Mobile,2024-07-21
1188,2024-02-09,Facebook Ads,2024-07-05,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,신용카드,Mobile,2024-07-21
1188,2024-02-09,Instagram Ads,2024-07-21,홈 > 검색 > 제품 상세,No,No,-,Mobile,2024-07-21
1189,2024-02-20,Facebook Ads,2024-03-14,홈 > 검색 > 제품 상세,No,No,-,Mobile,2024-07-07
1189,2024-02-20,Naver Search,2024-04-11,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-07
1189,2024-02-20,Tistory Blog,2024-05-02,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Mobile,2024-07-07
1189,2024-02-20,YouTube Ads,2024-07-07,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-07
1190,2024-02-13,Naver Search,2024-03-11,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰,Yes,No,-,Mobile,2024-07-30
1190,2024-02-13,Naver Shopping,2024-04-03,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-30
1190,2024-02-13,KakaoTalk Ads,2024-04-16,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-30
1190,2024-02-13,Instagram Ads,2024-05-13,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-30
1190,2024-02-13,YouTube Ads,2024-07-21,홈 > 카테고리 > 제품 목록 > 제품 상세,No,No,-,Mobile,2024-07-30
1190,2024-02-13,Google Search,2024-07-30,홈 > 검색,No,No,-,Desktop,2024-07-30
1191,2024-03-14,YouTube Ads,2024-03-21,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-29
1191,2024-03-14,KakaoTalk Ads,2024-04-20,홈 > 검색,Yes,No,-,Desktop,2024-07-29
1191,2024-03-14,Google Search,2024-05-08,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Desktop,2024-07-29
1191,2024-03-14,Naver Shopping,2024-05-27,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-29
1191,2024-03-14,Naver Shopping,2024-06-03,홈 > 카테고리 > 제품 목록 > 제품 상세,No,No,-,Tablet,2024-07-29
1191,2024-03-14,Naver Shopping,2024-06-06,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-29
1191,2024-03-14,Tistory Blog,2024-06-20,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Mobile,2024-07-29
1191,2024-03-14,Google Search,2024-06-28,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 상품 상세 > 결제 > 주문 확인,No,Yes,토스,Mobile,2024-07-29
1191,2024-03-14,KakaoTalk Ads,2024-07-29,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-29
1192,2024-02-04,Facebook Ads,2024-03-05,홈 > 검색 > 제품 상세 > 상품 상세 > 결제 > 주문 확인,No,Yes,토스,Mobile,2024-07-28
1192,2024-02-04,Tistory Blog,2024-03-21,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-28
1192,2024-02-04,Coupang Ads,2024-04-07,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-28
1192,2024-02-04,Facebook Ads,2024-04-17,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-28
1192,2024-02-04,Instagram Ads,2024-05-13,홈 > 검색 > 제품 상세 > 상품 상세 > 결제 > 주문 확인,No,Yes,토스,Desktop,2024-07-28
1192,2024-02-04,KakaoTalk Ads,2024-05-29,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Desktop,2024-07-28
1192,2024-02-04,Instagram Ads,2024-06-01,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-28
1192,2024-02-04,Coupang Ads,2024-07-17,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,카카오페이,Mobile,2024-07-28
1192,2024-02-04,Facebook Ads,2024-07-28,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,토스,Mobile,2024-07-28
1193,2024-02-02,Naver Shopping,2024-02-26,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-26
1193,2024-02-02,Coupang Ads,2024-07-26,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-26
1194,2024-03-30,Naver Shopping,2024-04-15,홈 > 검색,No,No,-,Mobile,2024-07-08
1194,2024-03-30,Instagram Ads,2024-07-08,홈 > 검색,No,No,-,Mobile,2024-07-08
1195,2024-02-22,Naver Search,2024-03-01,홈 > 카테고리 > 제품 목록 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,신용카드,Mobile,2024-07-03
1195,2024-02-22,YouTube Ads,2024-03-16,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-03
1195,2024-02-22,KakaoTalk Ads,2024-03-21,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Tablet,2024-07-03
1195,2024-02-22,Naver Search,2024-04-08,홈 > 검색 > 제품 상세 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,토스,Mobile,2024-07-03
1195,2024-02-22,Google Search,2024-04-27,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 주문 확인,No,No,-,Mobile,2024-07-03
1195,2024-02-22,KakaoTalk Ads,2024-05-19,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 상품 상세 > 결제 > 주문 확인,No,Yes,신용카드,Desktop,2024-07-03
1195,2024-02-22,Naver Search,2024-06-05,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,네이버페이,Mobile,2024-07-03
1195,2024-02-22,KakaoTalk Ads,2024-07-03,홈 > 검색,No,No,-,Mobile,2024-07-03
1196,2024-03-17,Naver Shopping,2024-04-06,홈 > 카테고리 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,카카오페이,Mobile,2024-07-04
1196,2024-03-17,Instagram Ads,2024-07-04,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-04
1197,2024-03-30,YouTube Ads,2024-04-08,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-24
1197,2024-03-30,YouTube Ads,2024-04-30,홈 > 검색 > 제품 상세 > 주문 확인,No,No,-,Mobile,2024-07-24
1197,2024-03-30,Google Search,2024-05-02,홈 > 검색 > 제품 상세,No,No,-,Tablet,2024-07-24
1197,2024-03-30,Coupang Ads,2024-07-05,홈 > 카테고리 > 제품 목록,No,No,-,Mobile,2024-07-24
1197,2024-03-30,Tistory Blog,2024-07-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 주문 확인,Yes,No,-,Desktop,2024-07-24
1198,2024-01-23,Instagram Ads,2024-01-27,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,삼성페이,Mobile,2024-07-24
1198,2024-01-23,KakaoTalk Ads,2024-01-30,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-24
1198,2024-01-23,Naver Shopping,2024-07-24,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 주문 확인 > 결제,Yes,Yes,삼성페이,Desktop,2024-07-24
1199,2024-03-26,YouTube Ads,2024-04-04,홈 > 검색 > 제품 목록 > 제품 상세 > 리뷰,Yes,No,-,Mobile,2024-07-28
1199,2024-03-26,Tistory Blog,2024-04-28,홈 > 카테고리 > 제품 목록 > 제품 상세 > 상품 상세 > 결제 > 주문 확인,No,Yes,토스,Desktop,2024-07-28
1199,2024-03-26,Naver Search,2024-05-16,홈 > 검색 > 제품 상세 > 주문 확인,No,No,-,Tablet,2024-07-28
1199,2024-03-26,KakaoTalk Ads,2024-06-13,홈 > 검색 > 제품 상세 > 장바구니 > 주문 확인,Yes,No,-,Mobile,2024-07-28
1199,2024-03-26,Instagram Ads,2024-07-28,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니 > 상품 상세 > 결제 > 주문 확인,Yes,Yes,신용카드,Desktop,2024-07-28
1200,2024-03-25,Google Search,2024-04-04,홈 > 카테고리 > 제품 목록 > 제품 상세 > 리뷰 > 장바구니,Yes,No,-,Mobile,2024-07-21
1200,2024-03-25,Tistory Blog,2024-04-11,홈 > 카테고리 > 제품 목록 > 제품 상세 > 장바구니,Yes,No,-,Mobile,2024-07-21
